dl_score
-0.3583404
0.067019194
-0.059474315
0.66545933
0.5956342
0.19140083
-0.3583404
0.13793036
0.022136118
0.14694923
-0.12884083
0.10096669
0.067019194
0.14218342
0.001448486
-0.07482591
0.70414025
0.28620857
0.16462064
-0.15982392
-0.14497304
0.41690293
0.70414025
0.10926184
0.119555295
0.118687674
-0.013838138
0.31747338
0.5260869
0.067019194
0.030341689
0.35722348
-0.3583404
0.23666242
0.13283291
0.66545933
0.2208289
0.66545933
0.3517613
0.1799899
0.14694923
0.13532376
0.14694923
0.19332702
-0.059523117
0.067019194
0.067019194
-0.3583404
0.22902042
0.19036844
0.66545933
-0.04327337
0.24959731
0.2865834
-0.16448976
0.47109678
0.2999129
0.14694923
-0.541777
0.2150984
0.70414025
0.44949827
0.28213271
0.40838847
0.34373048
0.4514133
0.18721774
0.067019194
-0.014865365
0.28734395
0.19140083
0.074611545
0.15441325
0.12387405
0.15477109
0.15838447
-0.19853872
-0.12531707
