cluster,greenery_ratio,luminance,visual_complexity,building_regularity
0,0.0539892578125,0.4408882964888429,0.10495076497395833,0.189859988830723
1,0.09247955322265625,0.2796830952962239,0.15614532470703124,0.1792469482650491
2,0.083193603515625,0.4084232204063266,0.124072998046875,0.26518896217449506
3,0.07489655671296296,0.3834134015295933,0.11855030201099537,0.21241905691653973
