greenery_ratio,luminance,visual_complexity,building_regularity
-0.47059145618902104,0.801813975195483,0.11495640607869412,0.09710339811806173
-0.18581808034526123,0.6530783557293868,-0.9868325886422645,0.5565253113756563
0.04739806258410511,-0.1780145633182985,0.07269254512520336,1.3479539058875458
-0.34870822382769145,-0.9052774131349579,0.889028207237735,0.5295845765465029
-0.7688442189061523,-0.6191544422565894,-0.21775665148180173,-0.8718768856138844
-0.615395333740092,0.40241572179351054,-0.661642038941697,-0.8323549583465015
-0.5358840137022297,-1.0436409556579156,0.14022284469219384,-0.8059691295163787
-0.7656876536256793,-0.715911436183457,-0.2047214661062008,-0.47034974349503444
0.5671507079102881,-0.08283952330587835,-0.34357203103220657,-0.15171796638116442
-0.8225058286741945,-0.18818113167072084,0.06545715588588301,-0.7745174127525313
-0.47059145618902104,0.801813975195483,0.11495640607869412,0.09710339811806173
-0.7902576752682804,0.04115515276451385,-0.22326932899747431,0.509140572573098
-0.47582396079809347,0.9815113482159005,-1.0596458708284415,-0.34128402306722494
-0.5358840137022297,-1.0436409556579156,0.14022284469219384,-0.8059691295163787
-0.341257592264773,1.5177518879697256,-0.22947109120260634,-1.093165775844598
-0.47059145618902104,0.801813975195483,0.11495640607869412,0.09710339811806173
-0.5679615419578481,-0.4760403481702092,0.810759671260007,-0.14950921440098736
0.6226607568065352,-0.4416434026261569,0.6722536486787305,3.1318568555926087
1.4079630110431465,-0.4081249548543527,-1.105584850125714,-0.8305065735938909
-0.5441024584414795,1.034732438679299,-0.6471712604630561,-0.8120078464052
0.04739806258410511,-0.1780145633182985,0.07269254512520336,1.3479539058875458
-0.7940398660998383,-0.04953717839461233,0.05288136030325468,-0.748770234230311
-0.5358840137022297,-1.0436409556579156,0.14022284469219384,-0.8059691295163787
-0.5441308959665287,-0.16589314974546998,0.6105231452480206,-0.7769953899693659
1.293018534793848,1.252850302345453,-0.512110661329075,0.6755816971374166
0.2617032513556821,0.6320921531434232,-1.1147152222610466,0.8158587812872685
1.4079630110431465,-0.4081249548543527,-1.105584850125714,-0.8305065735938909
-0.6239834663049827,1.2761693867639847,-1.2594804307715763,1.5046641930665063
-0.341257592264773,1.5177518879697256,-0.22947109120260634,-1.093165775844598
0.631533264621919,-0.6092835856170767,-0.5663760806239782,-0.5041143666398751
0.409549944087029,-0.7557874074301788,-0.610018110956387,-0.18530916959706584
-0.8556071078315878,0.08077703023407588,-1.2547142616694844,0.2951126986402716
-0.5358840137022297,-1.0436409556579156,0.14022284469219384,-0.8059691295163787
1.1627462325429727,-1.7076681946745262,1.6133136395833578,-0.7081340558832976
-0.3066206867547171,-0.04660094614774856,-0.6509038025309596,1.7032959136458055
-0.47059145618902104,0.801813975195483,0.11495640607869412,0.09710339811806173
0.7187511539481434,-0.3936389272490605,2.1649833572194783,-0.5807535540778429
0.04739806258410511,-0.1780145633182985,0.07269254512520336,1.3479539058875458
1.4079630110431465,-0.4081249548543527,-1.105584850125714,-0.8305065735938909
-0.5358840137022297,-1.0436409556579156,0.14022284469219384,-0.8059691295163787
-0.6198031501227346,1.4285983407625085,-0.9913116391237484,-0.9733116647331164
-0.341257592264773,1.5177518879697256,-0.22947109120260634,-1.093165775844598
-0.6720428836383114,0.7588805280439204,-0.6843244099697253,0.4448904752378735
4.15411793000462,-1.3314362354016323,2.9315900742427123,-0.6730485521171664
-0.7441035721132553,0.692134924310844,-1.5303481374531194,1.769742953506262
