zone_id,lat,lon
bordeaux,44.8391075,-0.5780080000000001
grenoble,45.187962,5.723683
lyon,45.765332,4.8356215
marseille,43.298334499999996,5.370506499999999
nantes,47.217072,-1.5551145000000002
nice,43.711479999999995,7.26267
paris_zone_01,48.856114,2.351378
paris_zone_02,48.805296,2.1193
paris_zone_03,48.858585000000005,2.3503655
pau,43.294520500000004,-0.369146
ref_lille,50.629615,3.059737
rennes,48.1180705,-1.6781324999999998
strasbourg,48.5727675,7.751446
toulouse,43.6042425,1.4472365
