image_id,greenery_ratio,brightness,sky_ratio,visual_complexity,building_regularity
001,0.1498779296875,0.5516116536458333,0.242999267578125,0.1851025390625,0.12534562211981568
002,0.1339453125,0.4818503370098039,0.24256591796875,0.11470458984375,0.2607913669064748
003,0.01339111328125,0.5124636278339461,0.003729248046875,0.1170068359375,0.23204419889502761
004,0.10960693359375,0.5128092352175245,0.383978271484375,0.19648193359375,0.1552734375
005,0.00350830078125,0.651921807981005,0.304534912109375,0.1656494140625,0.1299897645854657
006,0.04510498046875,0.38417046760110296,0.007470703125,0.20878173828125,0.1661721068249258
007,0.02008056640625,0.4614978553921569,0.03792724609375,0.135693359375,0.23575129533678757
008,0.23017822265625,0.3706886488970588,0.035784912109375,0.22078125,0.16109215017064846
009,0.03062255859375,0.6973218539368873,0.757696533203125,0.08439453125,0.49622166246851385
010,0.0359619140625,0.5379407169117647,0.019000244140625,0.1143359375,0.2629695885509839
011,0.08947021484375,0.6806961837469363,0.84755859375,0.08186279296875,0.34097421203438394
012,0.00539794921875,0.5840578373927696,0.845263671875,0.05662841796875,0.17417417417417416
013,0.04489501953125,0.5472926528033089,0.60224609375,0.09844970703125,0.0916030534351145
014,0.00910888671875,0.5010951382506127,0.193304443359375,0.10839111328125,0.31625835189309576
015,0.034296875,0.46769700712316176,0.04024658203125,0.1449072265625,0.1962025316455696
016,0.1760205078125,0.6828739755667892,0.717376708984375,0.11400146484375,0.08967851099830795
017,0.24534423828125,0.49184582758884804,0.010394287109375,0.1767822265625,0.0641158221302999
018,0.129296875,0.3510351849724265,0.009027099609375,0.15236328125,0.25418060200668896
019,0.022890625,0.501958984375,0.016656494140625,0.08590576171875,0.27419354838709675
020,0.01064697265625,0.5804261737898284,0.260467529296875,0.11952392578125,0.21609538002980627
021,0.080224609375,0.42831327550551473,0.281976318359375,0.12515869140625,0.35704125177809387
022,0.19654052734375,0.5769176336550246,0.031903076171875,0.08570068359375,0.14522821576763487
023,0.1015966796875,0.5322869944852942,0.02288818359375,0.10648681640625,0.3290203327171904
024,0.02344482421875,0.6406074888939951,0.22626953125,0.06872802734375,0.5458015267175572
025,0.04433837890625,0.5314366096047795,0.004315185546875,0.1517578125,0.3785310734463277
026,0.0037255859375,0.5677117417279413,0.60609130859375,0.08953369140625,0.17425742574257425
027,0.00594482421875,0.4985143133425245,0.436090087890625,0.10741455078125,0.24701195219123506
028,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.12594458438287154
029,0.0166943359375,0.5821240234375,0.011474609375,0.068310546875,0.2861271676300578
030,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
031,0.0121875,0.41998987055759807,0.152978515625,0.199619140625,0.14909478168264112
032,0.43279296875,0.3709102902879902,0.012078857421875,0.24670654296875,0.14264813460131676
033,0.03860595703125,0.48084869025735294,0.017681884765625,0.1632958984375,0.1279683377308707
034,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.22434782608695653
035,0.06020263671875,0.6277407035079656,0.3183837890625,0.0801123046875,0.2730844793713163
036,0.080224609375,0.42831327550551473,0.281976318359375,0.12515869140625,0.35704125177809387
037,0.04621826171875,0.4762141544117647,0.027703857421875,0.15986572265625,0.2702265372168285
038,0.01014892578125,0.5342551413143383,0.0508544921875,0.11281005859375,0.12155591572123177
039,0.02332275390625,0.5236830097273285,0.351312255859375,0.09393798828125,0.12574850299401197
040,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
041,0.010419921875,0.4806026252297794,0.07705078125,0.1133642578125,0.1641509433962264
042,0.12484619140625,0.5090681583180147,0.228228759765625,0.1074609375,0.19795221843003413
043,0.0055419921875,0.5005321212469362,0.20687255859375,0.12485107421875,0.1318840579710145
044,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.22434782608695653
045,0.008310546875,0.545504700903799,0.2269775390625,0.11257568359375,0.2680577849117175
046,0.03530517578125,0.617373965992647,0.4219482421875,0.0770166015625,0.17784256559766765
047,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
048,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.09808102345415778
049,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.22434782608695653
050,0.02739501953125,0.4874330193014706,0.138287353515625,0.1565380859375,0.19818652849740934
051,0.12961181640625,0.5889478113511029,0.046533203125,0.1506494140625,0.5462822458270106
052,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.12594458438287154
053,0.029443359375,0.5581110026041667,0.4963134765625,0.09455322265625,0.12790697674418605
054,0.080224609375,0.42831327550551473,0.281976318359375,0.12515869140625,0.35704125177809387
055,0.00798583984375,0.560034304151348,0.186712646484375,0.12431640625,0.1346153846153846
056,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
057,0.02944091796875,0.4907067631740196,0.2230224609375,0.14802490234375,0.13162118780096307
058,0.1871630859375,0.5827371036305147,0.53358154296875,0.10029541015625,0.2857142857142857
059,0.098623046875,0.5767904411764706,0.36337890625,0.07467529296875,0.3005952380952381
060,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.12594458438287154
061,0.02258544921875,0.6187792873008578,0.504156494140625,0.0685205078125,0.3736654804270463
062,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.09808102345415778
063,0.13037353515625,0.5774736232383578,0.01043701171875,0.09798828125,0.16056910569105692
064,0.11131591796875,0.543097043504902,0.003240966796875,0.0961328125,0.19438877755511022
065,0.0027001953125,0.5354040000765932,0.248321533203125,0.06872314453125,0.24535315985130113
066,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
067,0.17597900390625,0.26774388212316175,0.00848388671875,0.1906591796875,0.1389261744966443
068,0.04983154296875,0.5820833237591911,0.165496826171875,0.09439453125,0.39473684210526316
069,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.22434782608695653
070,0.137861328125,0.48814718328737744,0.160955810546875,0.21411376953125,0.1524390243902439
071,0.080224609375,0.42831327550551473,0.281976318359375,0.12515869140625,0.35704125177809387
072,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.12594458438287154
073,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314
074,0.0229443359375,0.6350007850796568,0.53118896484375,0.079921875,0.11079545454545454
075,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.09808102345415778
076,0.01845947265625,0.5319945906096814,0.44415283203125,0.0929736328125,0.26124197002141325
077,0.43279296875,0.3709102902879902,0.012078857421875,0.24670654296875,0.14264813460131676
078,0.01227294921875,0.6069082988664215,0.350299072265625,0.05700439453125,0.4017857142857143
